name,category,description,packSize,price,mrp,stock,imagePath,image,merchantId,discount,isOrganic
Dhara Chocolate Biscuits,Biscuits,Dhara Chocolate Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,134,439,159,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/dhara_chocolate_biscuits.png,mkGold/products/default.png,,0,FALSE
Patanjali Chocolate Biscuits,Biscuits,Patanjali Chocolate Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,217,380,430,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/patanjali_chocolate_biscuits.png,mkGold/products/default.png,,0,FALSE
Heritage Chocolate Biscuits,Biscuits,Heritage Chocolate Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,190,417,394,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/heritage_chocolate_biscuits.png,mkGold/products/default.png,,0,FALSE
Dabur Chocolate Biscuits,Biscuits,Dabur Chocolate Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,118,432,179,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/dabur_chocolate_biscuits.png,mkGold/products/default.png,,0,FALSE
Dabur Cola Drink,Cold Drinks & Juices,Dabur Cola Drink is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,144,370,432,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/dabur_cola_drink.png,mkGold/products/default.png,,0,FALSE
HUL Cola Drink,Cold Drinks & Juices,HUL Cola Drink is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,145,441,166,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/hul_cola_drink.png,mkGold/products/default.png,,0,FALSE
Gemini Cola Drink,Cold Drinks & Juices,Gemini Cola Drink is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,304,399,234,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/gemini_cola_drink.png,mkGold/products/default.png,,0,FALSE
Country Delight Cola Drink,Cold Drinks & Juices,Country Delight Cola Drink is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,180,370,109,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/country_delight_cola_drink.png,mkGold/products/default.png,,0,FALSE
24 Mantra Cola Drink,Cold Drinks & Juices,24 Mantra Cola Drink is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,300,422,307,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/24_mantra_cola_drink.png,mkGold/products/default.png,,0,FALSE
ITC Cola Drink,Cold Drinks & Juices,ITC Cola Drink is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,237,411,241,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/itc_cola_drink.png,mkGold/products/default.png,,0,FALSE
Jersey Cola Drink,Cold Drinks & Juices,Jersey Cola Drink is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,60,386,262,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/jersey_cola_drink.png,mkGold/products/default.png,,0,FALSE
Saffola Cola Drink,Cold Drinks & Juices,Saffola Cola Drink is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,72,425,162,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/saffola_cola_drink.png,mkGold/products/default.png,,0,FALSE
Dabur Orange Juice,Cold Drinks & Juices,Dabur Orange Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,189,443,249,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/dabur_orange_juice.png,mkGold/products/orange.png,,0,FALSE
Country Delight Orange Juice,Cold Drinks & Juices,Country Delight Orange Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,279,426,491,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/country_delight_orange_juice.png,mkGold/products/orange.png,,0,FALSE
Nestle Orange Juice,Cold Drinks & Juices,Nestle Orange Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,216,404,235,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/nestle_orange_juice.png,mkGold/products/orange.png,,0,FALSE
ITC Orange Juice,Cold Drinks & Juices,ITC Orange Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,277,386,486,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/itc_orange_juice.png,mkGold/products/orange.png,,0,FALSE
Aashirvaad Orange Juice,Cold Drinks & Juices,Aashirvaad Orange Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,160,390,267,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/aashirvaad_orange_juice.png,mkGold/products/orange.png,,0,FALSE
Britannia Orange Juice,Cold Drinks & Juices,Britannia Orange Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,330,389,112,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/britannia_orange_juice.png,mkGold/products/orange.png,,0,FALSE
Patanjali Orange Juice,Cold Drinks & Juices,Patanjali Orange Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,300,400,202,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/patanjali_orange_juice.png,mkGold/products/orange.png,,0,FALSE
Tata Orange Juice,Cold Drinks & Juices,Tata Orange Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,55,361,268,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/tata_orange_juice.png,mkGold/products/orange.png,,0,FALSE
Nestle Apple Juice,Cold Drinks & Juices,Nestle Apple Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,66,389,99,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/nestle_apple_juice.png,mkGold/products/apple.png,,0,FALSE
Organic India Apple Juice,Cold Drinks & Juices,Organic India Apple Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,142,424,103,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/organic_india_apple_juice.png,mkGold/products/apple.png,,0,FALSE
24 Mantra Apple Juice,Cold Drinks & Juices,24 Mantra Apple Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,139,441,122,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/24_mantra_apple_juice.png,mkGold/products/apple.png,,0,FALSE
Saffola Apple Juice,Cold Drinks & Juices,Saffola Apple Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,104,391,395,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/saffola_apple_juice.png,mkGold/products/apple.png,,0,FALSE
Aashirvaad Turmeric Powder,Masala & Spices,Aashirvaad Turmeric Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,145,381,134,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/aashirvaad_turmeric_powder.png,mkGold/products/default.png,,0,FALSE
Jersey Turmeric Powder,Masala & Spices,Jersey Turmeric Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,302,437,419,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/jersey_turmeric_powder.png,mkGold/products/default.png,,0,FALSE
Country Delight Turmeric Powder,Masala & Spices,Country Delight Turmeric Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,156,444,403,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/country_delight_turmeric_powder.png,mkGold/products/default.png,,0,FALSE
Paper Boat Turmeric Powder,Masala & Spices,Paper Boat Turmeric Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,65,391,103,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/paper_boat_turmeric_powder.png,mkGold/products/default.png,,0,FALSE
Fortune Turmeric Powder,Masala & Spices,Fortune Turmeric Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,172,417,71,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/fortune_turmeric_powder.png,mkGold/products/default.png,,0,FALSE
Britannia Turmeric Powder,Masala & Spices,Britannia Turmeric Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,120,368,492,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/britannia_turmeric_powder.png,mkGold/products/default.png,,0,FALSE
Nestle Turmeric Powder,Masala & Spices,Nestle Turmeric Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,57,375,349,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/nestle_turmeric_powder.png,mkGold/products/default.png,,0,FALSE
24 Mantra Turmeric Powder,Masala & Spices,24 Mantra Turmeric Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,231,437,196,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/24_mantra_turmeric_powder.png,mkGold/products/default.png,,0,FALSE
Tata Red Chilli Powder,Masala & Spices,Tata Red Chilli Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,334,383,91,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/tata_red_chilli_powder.png,mkGold/products/default.png,,0,FALSE
Jersey Red Chilli Powder,Masala & Spices,Jersey Red Chilli Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,257,371,368,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/jersey_red_chilli_powder.png,mkGold/products/default.png,,0,FALSE
Heritage Red Chilli Powder,Masala & Spices,Heritage Red Chilli Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,153,402,236,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/heritage_red_chilli_powder.png,mkGold/products/default.png,,0,FALSE
24 Mantra Red Chilli Powder,Masala & Spices,24 Mantra Red Chilli Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,89,384,480,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/24_mantra_red_chilli_powder.png,mkGold/products/default.png,,0,FALSE
ITC Red Chilli Powder,Masala & Spices,ITC Red Chilli Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,283,420,60,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/itc_red_chilli_powder.png,mkGold/products/default.png,,0,FALSE
Gemini Red Chilli Powder,Masala & Spices,Gemini Red Chilli Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,236,372,147,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/gemini_red_chilli_powder.png,mkGold/products/default.png,,0,FALSE
Dabur Red Chilli Powder,Masala & Spices,Dabur Red Chilli Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,150,424,55,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/dabur_red_chilli_powder.png,mkGold/products/default.png,,0,FALSE
Dhara Red Chilli Powder,Masala & Spices,Dhara Red Chilli Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,103,378,70,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/dhara_red_chilli_powder.png,mkGold/products/default.png,,0,FALSE
Dhara Coriander Powder,Masala & Spices,Dhara Coriander Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,248,389,48,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/dhara_coriander_powder.png,mkGold/products/default.png,,0,FALSE
Patanjali Coriander Powder,Masala & Spices,Patanjali Coriander Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,289,388,310,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/patanjali_coriander_powder.png,mkGold/products/default.png,,0,FALSE
Organic India Coriander Powder,Masala & Spices,Organic India Coriander Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,87,366,299,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/organic_india_coriander_powder.png,mkGold/products/default.png,,0,FALSE
Dabur Coriander Powder,Masala & Spices,Dabur Coriander Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,255,425,191,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/dabur_coriander_powder.png,mkGold/products/default.png,,0,FALSE
Patanjali Sunflower Oil,Edible Oils & Ghee,Patanjali Sunflower Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,210,372,272,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/patanjali_sunflower_oil.png,mkGold/products/oil.png,,0,FALSE
Country Delight Sunflower Oil,Edible Oils & Ghee,Country Delight Sunflower Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,207,377,254,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/country_delight_sunflower_oil.png,mkGold/products/oil.png,,0,FALSE
Organic India Sunflower Oil,Edible Oils & Ghee,Organic India Sunflower Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,174,421,332,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/organic_india_sunflower_oil.png,mkGold/products/oil.png,,0,FALSE
24 Mantra Sunflower Oil,Edible Oils & Ghee,24 Mantra Sunflower Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,189,440,311,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/24_mantra_sunflower_oil.png,mkGold/products/oil.png,,0,FALSE
ITC Sunflower Oil,Edible Oils & Ghee,ITC Sunflower Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,54,387,279,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/itc_sunflower_oil.png,mkGold/products/oil.png,,0,FALSE
Fortune Sunflower Oil,Edible Oils & Ghee,Fortune Sunflower Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,144,427,122,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/fortune_sunflower_oil.png,mkGold/products/oil.png,,0,FALSE
Britannia Sunflower Oil,Edible Oils & Ghee,Britannia Sunflower Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,85,406,398,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/britannia_sunflower_oil.png,mkGold/products/oil.png,,0,FALSE
Dabur Sunflower Oil,Edible Oils & Ghee,Dabur Sunflower Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,230,379,435,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/dabur_sunflower_oil.png,mkGold/products/oil.png,,0,FALSE
Amul Groundnut Oil,Edible Oils & Ghee,Amul Groundnut Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,320,377,332,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/amul_groundnut_oil.png,mkGold/products/oil.png,,0,FALSE
Aashirvaad Groundnut Oil,Edible Oils & Ghee,Aashirvaad Groundnut Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,226,421,235,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/aashirvaad_groundnut_oil.png,mkGold/products/oil.png,,0,FALSE
Paper Boat Groundnut Oil,Edible Oils & Ghee,Paper Boat Groundnut Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,241,411,430,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/paper_boat_groundnut_oil.png,mkGold/products/oil.png,,0,FALSE
Tata Groundnut Oil,Edible Oils & Ghee,Tata Groundnut Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,147,371,103,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/tata_groundnut_oil.png,mkGold/products/oil.png,,0,FALSE
Country Delight Groundnut Oil,Edible Oils & Ghee,Country Delight Groundnut Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,64,420,496,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/country_delight_groundnut_oil.png,mkGold/products/oil.png,,0,FALSE
Saffola Groundnut Oil,Edible Oils & Ghee,Saffola Groundnut Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,344,378,376,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/saffola_groundnut_oil.png,mkGold/products/oil.png,,0,FALSE
Nandini Groundnut Oil,Edible Oils & Ghee,Nandini Groundnut Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,42,419,335,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/nandini_groundnut_oil.png,mkGold/products/oil.png,,0,FALSE
HUL Groundnut Oil,Edible Oils & Ghee,HUL Groundnut Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,332,446,113,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/hul_groundnut_oil.png,mkGold/products/oil.png,,0,FALSE
Amul Mustard Oil,Edible Oils & Ghee,Amul Mustard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,287,381,106,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/amul_mustard_oil.png,mkGold/products/oil.png,,0,FALSE
Patanjali Mustard Oil,Edible Oils & Ghee,Patanjali Mustard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,303,399,346,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/patanjali_mustard_oil.png,mkGold/products/oil.png,,0,FALSE
Aashirvaad Mustard Oil,Edible Oils & Ghee,Aashirvaad Mustard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,134,434,367,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/aashirvaad_mustard_oil.png,mkGold/products/oil.png,,0,FALSE
Gemini Mustard Oil,Edible Oils & Ghee,Gemini Mustard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,74,363,152,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/edible_oils_ghee/gemini_mustard_oil.png,mkGold/products/oil.png,,0,FALSE
Saffola Bath Soap,Personal Care,Saffola Bath Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,264,447,459,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/saffola_bath_soap.png,mkGold/products/default.png,,0,FALSE
ITC Bath Soap,Personal Care,ITC Bath Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,196,398,188,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/itc_bath_soap.png,mkGold/products/default.png,,0,FALSE
Nandini Bath Soap,Personal Care,Nandini Bath Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,265,380,310,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/nandini_bath_soap.png,mkGold/products/default.png,,0,FALSE
Jersey Bath Soap,Personal Care,Jersey Bath Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,268,436,446,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/jersey_bath_soap.png,mkGold/products/default.png,,0,FALSE
Country Delight Bath Soap,Personal Care,Country Delight Bath Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,261,437,185,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/country_delight_bath_soap.png,mkGold/products/default.png,,0,FALSE
Dhara Bath Soap,Personal Care,Dhara Bath Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,122,385,245,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/dhara_bath_soap.png,mkGold/products/default.png,,0,FALSE
Nestle Bath Soap,Personal Care,Nestle Bath Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,205,384,88,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/nestle_bath_soap.png,mkGold/products/default.png,,0,FALSE
Amul Bath Soap,Personal Care,Amul Bath Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,230,362,71,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/amul_bath_soap.png,mkGold/products/default.png,,0,FALSE
24 Mantra Face Wash,Personal Care,24 Mantra Face Wash is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,131,371,115,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/24_mantra_face_wash.png,mkGold/products/default.png,,0,FALSE
Country Delight Face Wash,Personal Care,Country Delight Face Wash is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,122,441,315,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/country_delight_face_wash.png,mkGold/products/default.png,,0,FALSE
Saffola Face Wash,Personal Care,Saffola Face Wash is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,186,405,93,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/saffola_face_wash.png,mkGold/products/default.png,,0,FALSE
Jersey Face Wash,Personal Care,Jersey Face Wash is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,137,376,478,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/jersey_face_wash.png,mkGold/products/default.png,,0,FALSE
HUL Face Wash,Personal Care,HUL Face Wash is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,49,375,238,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/hul_face_wash.png,mkGold/products/default.png,,0,FALSE
Dabur Face Wash,Personal Care,Dabur Face Wash is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,344,407,482,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/dabur_face_wash.png,mkGold/products/default.png,,0,FALSE
Amul Face Wash,Personal Care,Amul Face Wash is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,145,426,78,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/amul_face_wash.png,mkGold/products/default.png,,0,FALSE
Heritage Face Wash,Personal Care,Heritage Face Wash is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,320,412,150,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/heritage_face_wash.png,mkGold/products/default.png,,0,FALSE
Jersey Face Cream,Personal Care,Jersey Face Cream is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,348,422,273,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/jersey_face_cream.png,mkGold/products/face_cream.png,,0,FALSE
Organic India Face Cream,Personal Care,Organic India Face Cream is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,71,439,164,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/organic_india_face_cream.png,mkGold/products/face_cream.png,,0,FALSE
Dabur Face Cream,Personal Care,Dabur Face Cream is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,120,438,405,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/dabur_face_cream.png,mkGold/products/face_cream.png,,0,FALSE
Dhara Face Cream,Personal Care,Dhara Face Cream is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,203,408,314,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/personal_care/dhara_face_cream.png,mkGold/products/face_cream.png,,0,FALSE
