name,categoryName,description,packSize,price,mrp,stock,imagePath,image
Organic India Apple Juice,Cold Drinks & Juices,Organic India Apple Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,142,424,103,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/organic_india_apple_juice.png,mkGold/products/apple.png
24 Mantra Apple Juice,Cold Drinks & Juices,24 Mantra Apple Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,139,441,122,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/24_mantra_apple_juice.png,mkGold/products/apple.png
Saffola Apple Juice,Cold Drinks & Juices,Saffola Apple Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,104,391,395,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/saffola_apple_juice.png,mkGold/products/apple.png
Dabur Apple Juice,Cold Drinks & Juices,Dabur Apple Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,325,367,392,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/dabur_apple_juice.png,mkGold/products/apple.png
ITC Apple Juice,Cold Drinks & Juices,ITC Apple Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,117,399,346,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/itc_apple_juice.png,mkGold/products/apple.png
Nandini Apple Juice,Cold Drinks & Juices,Nandini Apple Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,305,374,239,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/nandini_apple_juice.png,mkGold/products/apple.png
Country Delight Apple Juice,Cold Drinks & Juices,Country Delight Apple Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,75,411,203,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/country_delight_apple_juice.png,mkGold/products/apple.png
HUL Mango Juice,Cold Drinks & Juices,HUL Mango Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,187,417,138,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/hul_mango_juice.png,mkGold/products/mango.png
Heritage Mango Juice,Cold Drinks & Juices,Heritage Mango Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,278,424,115,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/heritage_mango_juice.png,mkGold/products/mango.png
Patanjali Mango Juice,Cold Drinks & Juices,Patanjali Mango Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,255,426,265,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/patanjali_mango_juice.png,mkGold/products/mango.png
Dhara Mango Juice,Cold Drinks & Juices,Dhara Mango Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,216,423,84,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/dhara_mango_juice.png,mkGold/products/mango.png
Jersey Mango Juice,Cold Drinks & Juices,Jersey Mango Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,68,379,164,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/jersey_mango_juice.png,mkGold/products/mango.png
Nestle Mango Juice,Cold Drinks & Juices,Nestle Mango Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,145,417,42,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/nestle_mango_juice.png,mkGold/products/mango.png
Organic India Mango Juice,Cold Drinks & Juices,Organic India Mango Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,237,381,250,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/organic_india_mango_juice.png,mkGold/products/mango.png
24 Mantra Mango Juice,Cold Drinks & Juices,24 Mantra Mango Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,142,395,247,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/24_mantra_mango_juice.png,mkGold/products/mango.png
Tata Mixed Fruit Juice,Cold Drinks & Juices,Tata Mixed Fruit Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,298,450,92,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/tata_mixed_fruit_juice.png,mkGold/products/default.png
ITC Mixed Fruit Juice,Cold Drinks & Juices,ITC Mixed Fruit Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,295,379,125,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/itc_mixed_fruit_juice.png,mkGold/products/default.png
Dhara Mixed Fruit Juice,Cold Drinks & Juices,Dhara Mixed Fruit Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,40,401,434,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/dhara_mixed_fruit_juice.png,mkGold/products/default.png
Fortune Mixed Fruit Juice,Cold Drinks & Juices,Fortune Mixed Fruit Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,268,407,49,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/fortune_mixed_fruit_juice.png,mkGold/products/default.png
Nandini Mixed Fruit Juice,Cold Drinks & Juices,Nandini Mixed Fruit Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,95,362,198,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/nandini_mixed_fruit_juice.png,mkGold/products/default.png
Britannia Mixed Fruit Juice,Cold Drinks & Juices,Britannia Mixed Fruit Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,173,366,431,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/britannia_mixed_fruit_juice.png,mkGold/products/default.png
Heritage Mixed Fruit Juice,Cold Drinks & Juices,Heritage Mixed Fruit Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,135,428,236,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/heritage_mixed_fruit_juice.png,mkGold/products/default.png
Organic India Mixed Fruit Juice,Cold Drinks & Juices,Organic India Mixed Fruit Juice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,68,446,124,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/organic_india_mixed_fruit_juice.png,mkGold/products/default.png
Country Delight Energy Drink,Cold Drinks & Juices,Country Delight Energy Drink is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,206,433,61,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/country_delight_energy_drink.png,mkGold/products/default.png
ITC Energy Drink,Cold Drinks & Juices,ITC Energy Drink is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,48,440,330,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/itc_energy_drink.png,mkGold/products/default.png
Dhara Energy Drink,Cold Drinks & Juices,Dhara Energy Drink is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,164,404,78,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/dhara_energy_drink.png,mkGold/products/default.png
Britannia Energy Drink,Cold Drinks & Juices,Britannia Energy Drink is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,309,438,312,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/britannia_energy_drink.png,mkGold/products/default.png
Jersey Energy Drink,Cold Drinks & Juices,Jersey Energy Drink is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,244,378,308,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/jersey_energy_drink.png,mkGold/products/default.png
Nestle Energy Drink,Cold Drinks & Juices,Nestle Energy Drink is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,161,391,423,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/nestle_energy_drink.png,mkGold/products/default.png
Organic India Energy Drink,Cold Drinks & Juices,Organic India Energy Drink is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,193,361,409,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/organic_india_energy_drink.png,mkGold/products/default.png
Tata Energy Drink,Cold Drinks & Juices,Tata Energy Drink is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,101,425,486,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/tata_energy_drink.png,mkGold/products/default.png
ITC Soda Water,Cold Drinks & Juices,ITC Soda Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,110,366,361,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/itc_soda_water.png,mkGold/products/default.png
Dabur Soda Water,Cold Drinks & Juices,Dabur Soda Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,298,392,370,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/dabur_soda_water.png,mkGold/products/default.png
Britannia Soda Water,Cold Drinks & Juices,Britannia Soda Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,68,411,499,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/britannia_soda_water.png,mkGold/products/default.png
Organic India Soda Water,Cold Drinks & Juices,Organic India Soda Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,183,427,81,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/organic_india_soda_water.png,mkGold/products/default.png
Patanjali Soda Water,Cold Drinks & Juices,Patanjali Soda Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,216,384,342,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/patanjali_soda_water.png,mkGold/products/default.png
Amul Soda Water,Cold Drinks & Juices,Amul Soda Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,342,370,467,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/amul_soda_water.png,mkGold/products/default.png
Heritage Soda Water,Cold Drinks & Juices,Heritage Soda Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,176,446,416,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/heritage_soda_water.png,mkGold/products/default.png
Fortune Soda Water,Cold Drinks & Juices,Fortune Soda Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,93,446,315,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/fortune_soda_water.png,mkGold/products/default.png
Jersey Flavoured Water,Cold Drinks & Juices,Jersey Flavoured Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,50,433,341,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/jersey_flavoured_water.png,mkGold/products/default.png
Britannia Flavoured Water,Cold Drinks & Juices,Britannia Flavoured Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,293,404,369,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/britannia_flavoured_water.png,mkGold/products/default.png
Patanjali Flavoured Water,Cold Drinks & Juices,Patanjali Flavoured Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,286,432,489,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/patanjali_flavoured_water.png,mkGold/products/default.png
Saffola Flavoured Water,Cold Drinks & Juices,Saffola Flavoured Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,108,442,361,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/saffola_flavoured_water.png,mkGold/products/default.png
Paper Boat Flavoured Water,Cold Drinks & Juices,Paper Boat Flavoured Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,332,387,108,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/paper_boat_flavoured_water.png,mkGold/products/default.png
Tata Flavoured Water,Cold Drinks & Juices,Tata Flavoured Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,186,399,208,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/tata_flavoured_water.png,mkGold/products/default.png
ITC Flavoured Water,Cold Drinks & Juices,ITC Flavoured Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,65,448,101,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/itc_flavoured_water.png,mkGold/products/default.png
Gemini Flavoured Water,Cold Drinks & Juices,Gemini Flavoured Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,210,400,475,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/gemini_flavoured_water.png,mkGold/products/default.png
HUL Tender Coconut Water,Cold Drinks & Juices,HUL Tender Coconut Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,72,422,62,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/hul_tender_coconut_water.png,mkGold/products/coconut water.png
Dabur Tender Coconut Water,Cold Drinks & Juices,Dabur Tender Coconut Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,286,389,62,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/dabur_tender_coconut_water.png,mkGold/products/coconut water.png
Britannia Tender Coconut Water,Cold Drinks & Juices,Britannia Tender Coconut Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,71,396,195,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/britannia_tender_coconut_water.png,mkGold/products/coconut water.png
Nandini Tender Coconut Water,Cold Drinks & Juices,Nandini Tender Coconut Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,142,368,492,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/nandini_tender_coconut_water.png,mkGold/products/coconut water.png
24 Mantra Tender Coconut Water,Cold Drinks & Juices,24 Mantra Tender Coconut Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,257,425,446,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/24_mantra_tender_coconut_water.png,mkGold/products/coconut water.png
Patanjali Tender Coconut Water,Cold Drinks & Juices,Patanjali Tender Coconut Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,160,369,98,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/patanjali_tender_coconut_water.png,mkGold/products/coconut water.png
Jersey Tender Coconut Water,Cold Drinks & Juices,Jersey Tender Coconut Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,212,436,72,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/jersey_tender_coconut_water.png,mkGold/products/coconut water.png
Saffola Tender Coconut Water,Cold Drinks & Juices,Saffola Tender Coconut Water is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,92,445,114,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/cold_drinks_juices/saffola_tender_coconut_water.png,mkGold/products/coconut water.png
Aashirvaad Turmeric Powder,Masala & Spices,Aashirvaad Turmeric Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,145,381,134,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/aashirvaad_turmeric_powder.png,mkGold/products/default.png
Jersey Turmeric Powder,Masala & Spices,Jersey Turmeric Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,302,437,419,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/jersey_turmeric_powder.png,mkGold/products/default.png
Country Delight Turmeric Powder,Masala & Spices,Country Delight Turmeric Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,156,444,403,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/country_delight_turmeric_powder.png,mkGold/products/default.png
Paper Boat Turmeric Powder,Masala & Spices,Paper Boat Turmeric Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,65,391,103,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/paper_boat_turmeric_powder.png,mkGold/products/default.png
Fortune Turmeric Powder,Masala & Spices,Fortune Turmeric Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,172,417,71,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/fortune_turmeric_powder.png,mkGold/products/default.png
Britannia Turmeric Powder,Masala & Spices,Britannia Turmeric Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,120,368,492,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/britannia_turmeric_powder.png,mkGold/products/default.png
Nestle Turmeric Powder,Masala & Spices,Nestle Turmeric Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,57,375,349,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/nestle_turmeric_powder.png,mkGold/products/default.png
24 Mantra Turmeric Powder,Masala & Spices,24 Mantra Turmeric Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,231,437,196,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/24_mantra_turmeric_powder.png,mkGold/products/default.png
Tata Red Chilli Powder,Masala & Spices,Tata Red Chilli Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,334,383,91,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/tata_red_chilli_powder.png,mkGold/products/default.png
Jersey Red Chilli Powder,Masala & Spices,Jersey Red Chilli Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,257,371,368,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/jersey_red_chilli_powder.png,mkGold/products/default.png
Heritage Red Chilli Powder,Masala & Spices,Heritage Red Chilli Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,153,402,236,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/heritage_red_chilli_powder.png,mkGold/products/default.png
24 Mantra Red Chilli Powder,Masala & Spices,24 Mantra Red Chilli Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,89,384,480,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/24_mantra_red_chilli_powder.png,mkGold/products/default.png
ITC Red Chilli Powder,Masala & Spices,ITC Red Chilli Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,283,420,60,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/itc_red_chilli_powder.png,mkGold/products/default.png
Gemini Red Chilli Powder,Masala & Spices,Gemini Red Chilli Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,236,372,147,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/gemini_red_chilli_powder.png,mkGold/products/default.png
Dabur Red Chilli Powder,Masala & Spices,Dabur Red Chilli Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,150,424,55,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/dabur_red_chilli_powder.png,mkGold/products/default.png
Dhara Red Chilli Powder,Masala & Spices,Dhara Red Chilli Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,103,378,70,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/dhara_red_chilli_powder.png,mkGold/products/default.png
Dhara Coriander Powder,Masala & Spices,Dhara Coriander Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,248,389,48,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/dhara_coriander_powder.png,mkGold/products/default.png
Patanjali Coriander Powder,Masala & Spices,Patanjali Coriander Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,289,388,310,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/patanjali_coriander_powder.png,mkGold/products/default.png
Organic India Coriander Powder,Masala & Spices,Organic India Coriander Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,87,366,299,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/organic_india_coriander_powder.png,mkGold/products/default.png
Dabur Coriander Powder,Masala & Spices,Dabur Coriander Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,255,425,191,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/dabur_coriander_powder.png,mkGold/products/default.png
Country Delight Coriander Powder,Masala & Spices,Country Delight Coriander Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,269,437,401,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/country_delight_coriander_powder.png,mkGold/products/default.png
Nandini Coriander Powder,Masala & Spices,Nandini Coriander Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,249,433,147,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/nandini_coriander_powder.png,mkGold/products/default.png
Fortune Coriander Powder,Masala & Spices,Fortune Coriander Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,148,432,291,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/fortune_coriander_powder.png,mkGold/products/default.png
Heritage Coriander Powder,Masala & Spices,Heritage Coriander Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,92,436,232,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/heritage_coriander_powder.png,mkGold/products/default.png
Amul Cumin Powder,Masala & Spices,Amul Cumin Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,324,391,141,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/amul_cumin_powder.png,mkGold/products/default.png
Dhara Cumin Powder,Masala & Spices,Dhara Cumin Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,94,411,374,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/dhara_cumin_powder.png,mkGold/products/default.png
Paper Boat Cumin Powder,Masala & Spices,Paper Boat Cumin Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,216,449,466,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/paper_boat_cumin_powder.png,mkGold/products/default.png
ITC Cumin Powder,Masala & Spices,ITC Cumin Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,152,370,295,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/itc_cumin_powder.png,mkGold/products/default.png
Jersey Cumin Powder,Masala & Spices,Jersey Cumin Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,321,394,70,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/jersey_cumin_powder.png,mkGold/products/default.png
Nandini Cumin Powder,Masala & Spices,Nandini Cumin Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,179,404,404,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/nandini_cumin_powder.png,mkGold/products/default.png
24 Mantra Cumin Powder,Masala & Spices,24 Mantra Cumin Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,322,427,375,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/24_mantra_cumin_powder.png,mkGold/products/default.png
